TSA,tsa_id,bioproject,biosample,sex,stage,tissue
GBPT00000000.1,GBPT,PRJNA252253,SAMN02870325,female,None,None
GBPT00000000.1,GBPT,PRJNA252253,SAMN02870325,None,None,whole organism
GBPT00000000.1,GBPT,PRJNA252253,SAMN02870325,None,adult,None
GBNG00000000.1,GBNG,PRJNA252254,SAMN02870439,female,None,None
GBNG00000000.1,GBNG,PRJNA252254,SAMN02870439,None,None,whole organism
GBNG00000000.1,GBNG,PRJNA252254,SAMN02870439,None,adult,None
GBNI00000000.1,GBNI,PRJNA252260,SAMN02870424,female,None,None
GBNI00000000.1,GBNI,PRJNA252260,SAMN02870424,None,None,whole organism
GBNI00000000.1,GBNI,PRJNA252260,SAMN02870424,None,adult,None
GBPG00000000.1,GBPG,PRJNA252141,SAMN02870293,male,None,None
GBPG00000000.1,GBPG,PRJNA252141,SAMN02870293,None,None,whole organism
GBPG00000000.1,GBPG,PRJNA252141,SAMN02870293,None,adult,None
GBOH00000000.1,GBOH,PRJNA252149,SAMN02870334,female,None,None
GBOH00000000.1,GBOH,PRJNA252149,SAMN02870334,None,None,whole organism
GBOH00000000.1,GBOH,PRJNA252149,SAMN02870334,None,adult,None
GBMY00000000.1,GBMY,PRJNA252150,SAMN02870356,missing,None,None
GBMY00000000.1,GBMY,PRJNA252150,SAMN02870356,None,None,whole organism
GBMY00000000.1,GBMY,PRJNA252150,SAMN02870356,None,adult,None
GBPI00000000.1,GBPI,PRJNA252157,SAMN02870437,male,None,None
GBPI00000000.1,GBPI,PRJNA252157,SAMN02870437,None,None,whole organism
GBPI00000000.1,GBPI,PRJNA252157,SAMN02870437,None,adult,None
GBPJ00000000.1,GBPJ,PRJNA252184,SAMN02870314,missing,None,None
GBPJ00000000.1,GBPJ,PRJNA252184,SAMN02870314,None,None,whole organism
GBPJ00000000.1,GBPJ,PRJNA252184,SAMN02870314,None,adult,None
GBPM00000000.1,GBPM,PRJNA252191,SAMN02870378,missing,None,None
GBPM00000000.1,GBPM,PRJNA252191,SAMN02870378,None,None,whole organism
GBPM00000000.1,GBPM,PRJNA252191,SAMN02870378,None,adult,None
GBND00000000.1,GBND,PRJNA252196,SAMN02870227,female,None,None
GBND00000000.1,GBND,PRJNA252196,SAMN02870227,None,None,whole organism
GBND00000000.1,GBND,PRJNA252196,SAMN02870227,None,adult,None
GBPO00000000.1,GBPO,PRJNA252200,SAMN02870379,missing,None,None
GBPO00000000.1,GBPO,PRJNA252200,SAMN02870379,None,None,whole organism
GBPO00000000.1,GBPO,PRJNA252200,SAMN02870379,None,adult,None
GBOA00000000.1,GBOA,PRJNA252217,SAMN02870404,missing,None,None
GBOA00000000.1,GBOA,PRJNA252217,SAMN02870404,None,None,whole organism
GBOA00000000.1,GBOA,PRJNA252217,SAMN02870404,None,adult,None
GBMT00000000.1,GBMT,PRJNA252224,SAMN02870205,female,None,None
GBMT00000000.1,GBMT,PRJNA252224,SAMN02870205,None,None,whole organism
GBMT00000000.1,GBMT,PRJNA252224,SAMN02870205,None,adult,None
GBMS00000000.1,GBMS,PRJNA252340,SAMN02870224,missing,None,None
GBMS00000000.1,GBMS,PRJNA252340,SAMN02870224,None,None,whole organism
GBMS00000000.1,GBMS,PRJNA252340,SAMN02870224,None,adult,None
GBMX00000000.1,GBMX,PRJNA252137,SAMN02870204,male,None,None
GBMX00000000.1,GBMX,PRJNA252137,SAMN02870204,None,None,whole organism
GBMX00000000.1,GBMX,PRJNA252137,SAMN02870204,None,adult,None
GBMU00000000.1,GBMU,PRJNA252323,SAMN02870410,missing,None,None
GBMU00000000.1,GBMU,PRJNA252323,SAMN02870410,None,None,whole organism
GBMU00000000.1,GBMU,PRJNA252323,SAMN02870410,None,adult,None
GBOG00000000.1,GBOG,PRJNA252354,SAMN02870398,male,None,None
GBOG00000000.1,GBOG,PRJNA252354,SAMN02870398,None,None,whole organism
GBOG00000000.1,GBOG,PRJNA252354,SAMN02870398,None,adult,None
GBMW00000000.1,GBMW,PRJNA252175,SAMN02870366,missing,None,None
GBMW00000000.1,GBMW,PRJNA252175,SAMN02870366,None,adult,None
GBMW00000000.1,GBMW,PRJNA252175,SAMN02870366,None,None,whole organism
GBOI00000000.1,GBOI,PRJNA252153,SAMN02870228,missing,None,None
GBOI00000000.1,GBOI,PRJNA252153,SAMN02870228,None,None,whole organism
GBOI00000000.1,GBOI,PRJNA252153,SAMN02870228,None,adult,None
GBPH00000000.1,GBPH,PRJNA252154,SAMN02870216,female,None,None
GBPH00000000.1,GBPH,PRJNA252154,SAMN02870216,None,None,whole organism
GBPH00000000.1,GBPH,PRJNA252154,SAMN02870216,None,adult,None
GBNB00000000.1,GBNB,PRJNA252182,SAMN02870413,male,None,None
GBNB00000000.1,GBNB,PRJNA252182,SAMN02870413,None,None,whole organism
GBNB00000000.1,GBNB,PRJNA252182,SAMN02870413,None,adult,None
GBLV00000000.1,GBLV,PRJNA252353,SAMN02870263,male,None,None
GBLV00000000.1,GBLV,PRJNA252353,SAMN02870263,None,None,whole organism
GBLV00000000.1,GBLV,PRJNA252353,SAMN02870263,None,adult,None
GBLX00000000.1,GBLX,PRJNA252117,SAMN02870431,female,None,None
GBLX00000000.1,GBLX,PRJNA252117,SAMN02870431,None,None,whole organism
GBLX00000000.1,GBLX,PRJNA252117,SAMN02870431,None,adult,None
GBME00000000.1,GBME,PRJNA252205,SAMN02870365,missing,None,None
GBME00000000.1,GBME,PRJNA252205,SAMN02870365,None,None,whole organism
GBME00000000.1,GBME,PRJNA252205,SAMN02870365,None,adult,None
GBMG00000000.1,GBMG,PRJNA252215,SAMN02870297,female,None,None
GBMG00000000.1,GBMG,PRJNA252215,SAMN02870297,None,None,whole organism
GBMG00000000.1,GBMG,PRJNA252215,SAMN02870297,None,adult,None
GBLY00000000.1,GBLY,PRJNA252119,SAMN02870294,male,None,None
GBLY00000000.1,GBLY,PRJNA252119,SAMN02870294,None,None,whole organism
GBLY00000000.1,GBLY,PRJNA252119,SAMN02870294,None,adult,None
GBLZ00000000.1,GBLZ,PRJNA252121,SAMN02870295,female,None,None
GBLZ00000000.1,GBLZ,PRJNA252121,SAMN02870295,None,None,whole organism
GBLZ00000000.1,GBLZ,PRJNA252121,SAMN02870295,None,adult,None
GBWD00000000.1,GBWD,PRJNA252187,SAMN02870332,missing,None,None
GBWD00000000.1,GBWD,PRJNA252187,SAMN02870332,None,None,whole organism
GBWD00000000.1,GBWD,PRJNA252187,SAMN02870332,None,adult,None
GBQB00000000.1,GBQB,PRJNA252314,SAMN02870345,missing,None,None
GBQB00000000.1,GBQB,PRJNA252314,SAMN02870345,None,None,whole organism
GBQB00000000.1,GBQB,PRJNA252314,SAMN02870345,None,adult,None
GBLR00000000.1,GBLR,PRJNA252319,SAMN02870428,male,None,None
GBLR00000000.1,GBLR,PRJNA252319,SAMN02870428,None,None,whole organism
GBLR00000000.1,GBLR,PRJNA252319,SAMN02870428,None,adult,None
GBMJ00000000.1,GBMJ,PRJNA252207,SAMN02870331,missing,None,None
GBMJ00000000.1,GBMJ,PRJNA252207,SAMN02870331,None,None,whole organism
GBMJ00000000.1,GBMJ,PRJNA252207,SAMN02870331,None,adult,None
GBMP00000000.1,GBMP,PRJNA252212,SAMN02870274,female,None,None
GBMP00000000.1,GBMP,PRJNA252212,SAMN02870274,None,None,whole organism
GBMP00000000.1,GBMP,PRJNA252212,SAMN02870274,None,adult,None
GBKM00000000.1,GBKM,PRJNA252315,SAMN02870200,male,None,None
GBKM00000000.1,GBKM,PRJNA252315,SAMN02870200,None,None,whole organism
GBKM00000000.1,GBKM,PRJNA252315,SAMN02870200,None,adult,None
GCVB00000000.1,GCVB,PRJNA272309,SAMN03287654,None,None,whole organism
GCVB00000000.1,GCVB,PRJNA272309,SAMN03287654,None,missing,None
GCVB00000000.1,GCVB,PRJNA272309,SAMN03287654,pooled male and female,None,None
GBOY00000000.1,GBOY,PRJNA252206,SAMN02870338,missing,None,None
GBOY00000000.1,GBOY,PRJNA252206,SAMN02870338,None,None,whole organism
GBOY00000000.1,GBOY,PRJNA252206,SAMN02870338,None,adult,None
GCRH00000000.1,GCRH,PRJNA272310,SAMN03287655,None,None,whole organism
GCRH00000000.1,GCRH,PRJNA272310,SAMN03287655,None,adult,None
GCRH00000000.1,GCRH,PRJNA272310,SAMN03287655,male,None,None
GBLP00000000.1,GBLP,PRJNA252350,SAMN02870279,missing,None,None
GBLP00000000.1,GBLP,PRJNA252350,SAMN02870279,None,adult,None
GBLP00000000.1,GBLP,PRJNA252350,SAMN02870279,None,None,whole organism
GBLL00000000.1,GBLL,PRJNA252162,SAMN02870276,missing,None,None
GBLL00000000.1,GBLL,PRJNA252162,SAMN02870276,None,adult,None
GBLL00000000.1,GBLL,PRJNA252162,SAMN02870276,None,None,whole organism
GBLE00000000.1,GBLE,PRJNA252236,SAMN02870225,missing,None,None
GBLE00000000.1,GBLE,PRJNA252236,SAMN02870225,None,None,whole organism
GBLE00000000.1,GBLE,PRJNA252236,SAMN02870225,None,adult,None
GBLB00000000.1,GBLB,PRJNA252227,SAMN02870217,missing,None,None
GBLB00000000.1,GBLB,PRJNA252227,SAMN02870217,None,None,whole organism
GBLB00000000.1,GBLB,PRJNA252227,SAMN02870217,None,adult,None
GBLA00000000.1,GBLA,PRJNA252330,SAMN02870348,female,None,None
GBLA00000000.1,GBLA,PRJNA252330,SAMN02870348,None,None,whole organism
GBLA00000000.1,GBLA,PRJNA252330,SAMN02870348,None,adult,None
GBKZ00000000.1,GBKZ,PRJNA252332,SAMN02870402,female,None,None
GBKZ00000000.1,GBKZ,PRJNA252332,SAMN02870402,None,None,whole organism
GBKZ00000000.1,GBKZ,PRJNA252332,SAMN02870402,None,adult,None
GBLF00000000.1,GBLF,PRJNA252325,SAMN02870209,missing,None,None
GBLF00000000.1,GBLF,PRJNA252325,SAMN02870209,None,None,whole organism
GBLF00000000.1,GBLF,PRJNA252325,SAMN02870209,None,adult,None
GEOV00000000.1,GEOV,PRJNA298054,SAMN04155523,None,None,abdomen
GEOV00000000.1,GEOV,PRJNA298054,SAMN04155523,None,adult,None
GEOU00000000.1,GEOU,PRJNA298054,SAMN04155522,None,None,entire organism
GEOU00000000.1,GEOU,PRJNA298054,SAMN04155522,None,adult,None
GEOR00000000.1,GEOR,PRJNA298054,SAMN04155521,None,None,entire organism
GEOR00000000.1,GEOR,PRJNA298054,SAMN04155521,None,adult,None
GEOQ00000000.1,GEOQ,PRJNA298054,SAMN02370288,None,larva,None
GEOP00000000.1,GEOP,PRJNA298054,SAMN04155519,None,None,abdomen
GEOP00000000.1,GEOP,PRJNA298054,SAMN04155519,None,adult,None
GEON00000000.1,GEON,PRJNA298054,SAMN02370283,None,adult,None
GEOO00000000.1,GEOO,PRJNA298054,SAMN02370274,None,adult,None
GEOM00000000.1,GEOM,PRJNA298054,SAMN04155517,None,None,entire organism
GEOM00000000.1,GEOM,PRJNA298054,SAMN04155517,None,adult,None
GEOL00000000.1,GEOL,PRJNA298054,SAMN04155516,None,None,entire organism
GEOL00000000.1,GEOL,PRJNA298054,SAMN04155516,None,adult,None
GEOT00000000.1,GEOT,PRJNA298054,SAMN04155518,None,None,entire organism
GEOT00000000.1,GEOT,PRJNA298054,SAMN04155518,None,adult,None
GBWI00000000.1,GBWI,PRJNA252273,SAMN02870374,missing,None,None
GBWI00000000.1,GBWI,PRJNA252273,SAMN02870374,None,None,whole organism
GBWI00000000.1,GBWI,PRJNA252273,SAMN02870374,None,adult,None
GBWO00000000.1,GBWO,PRJNA252286,SAMN02870436,female,None,None
GBWO00000000.1,GBWO,PRJNA252286,SAMN02870436,None,None,whole organism
GBWO00000000.1,GBWO,PRJNA252286,SAMN02870436,None,adult,None
GBWH00000000.1,GBWH,PRJNA252271,SAMN02870271,female,None,None
GBWH00000000.1,GBWH,PRJNA252271,SAMN02870271,None,None,whole organism
GBWH00000000.1,GBWH,PRJNA252271,SAMN02870271,None,adult,None
GBWG00000000.1,GBWG,PRJNA252268,SAMN02870270,missing,None,None
GBWG00000000.1,GBWG,PRJNA252268,SAMN02870270,None,None,whole organism
GBWG00000000.1,GBWG,PRJNA252268,SAMN02870270,None,adult,None
GBQI00000000.1,GBQI,PRJNA252299,SAMN02870385,missing,None,None
GBQI00000000.1,GBQI,PRJNA252299,SAMN02870385,None,None,whole organism
GBQI00000000.1,GBQI,PRJNA252299,SAMN02870385,None,adult,None
GBQO00000000.1,GBQO,PRJNA252284,SAMN02870412,female,None,None
GBQO00000000.1,GBQO,PRJNA252284,SAMN02870412,None,None,whole organism
GBQO00000000.1,GBQO,PRJNA252284,SAMN02870412,None,adult,None
GBQH00000000.1,GBQH,PRJNA252288,SAMN02870371,missing,None,None
GBQH00000000.1,GBQH,PRJNA252288,SAMN02870371,None,None,whole organism
GBQH00000000.1,GBQH,PRJNA252288,SAMN02870371,None,adult,None
GBQD00000000.1,GBQD,PRJNA252279,SAMN02870403,missing,None,None
GBQD00000000.1,GBQD,PRJNA252279,SAMN02870403,None,None,whole organism
GBQD00000000.1,GBQD,PRJNA252279,SAMN02870403,None,adult,None
GBPX00000000.1,GBPX,PRJNA252272,SAMN02870381,female,None,None
GBPX00000000.1,GBPX,PRJNA252272,SAMN02870381,None,None,whole organism
GBPX00000000.1,GBPX,PRJNA252272,SAMN02870381,None,adult,None
GBPY00000000.1,GBPY,PRJNA252264,SAMN02870321,missing,None,None
GBPY00000000.1,GBPY,PRJNA252264,SAMN02870321,None,None,whole organism
GBPY00000000.1,GBPY,PRJNA252264,SAMN02870321,None,adult,None
GBOB00000000.1,GBOB,PRJNA252349,SAMN02870401,male,None,None
GBOB00000000.1,GBOB,PRJNA252349,SAMN02870401,None,None,whole organism
GBOB00000000.1,GBOB,PRJNA252349,SAMN02870401,None,adult,None
GBLU00000000.1,GBLU,PRJNA252321,SAMN02870362,missing,None,None
GBLU00000000.1,GBLU,PRJNA252321,SAMN02870362,None,None,whole organism
GBLU00000000.1,GBLU,PRJNA252321,SAMN02870362,None,adult,None
GBMA00000000.1,GBMA,PRJNA252322,SAMN02870281,missing,None,None
GBMA00000000.1,GBMA,PRJNA252322,SAMN02870281,None,None,whole organism
GBMA00000000.1,GBMA,PRJNA252322,SAMN02870281,None,adult,None
GBLS00000000.1,GBLS,PRJNA252320,SAMN02870280,male,None,None
GBLS00000000.1,GBLS,PRJNA252320,SAMN02870280,None,None,whole organism
GBLS00000000.1,GBLS,PRJNA252320,SAMN02870280,None,adult,None
GBNF00000000.1,GBNF,PRJNA252247,SAMN02870308,male,None,None
GBNF00000000.1,GBNF,PRJNA252247,SAMN02870308,None,None,whole organism
GBNF00000000.1,GBNF,PRJNA252247,SAMN02870308,None,adult,None
GBNN00000000.1,GBNN,PRJNA252266,SAMN02870351,male,None,None
GBNN00000000.1,GBNN,PRJNA252266,SAMN02870351,None,None,whole organism
GBNN00000000.1,GBNN,PRJNA252266,SAMN02870351,None,adult,None
GBPR00000000.1,GBPR,PRJNA252251,SAMN02870419,missing,None,None
GBPR00000000.1,GBPR,PRJNA252251,SAMN02870419,None,None,whole organism
GBPR00000000.1,GBPR,PRJNA252251,SAMN02870419,None,adult,None
GBNL00000000.1,GBNL,PRJNA252261,SAMN02870396,missing,None,None
GBNL00000000.1,GBNL,PRJNA252261,SAMN02870396,None,None,whole organism
GBNL00000000.1,GBNL,PRJNA252261,SAMN02870396,None,adult,None
GBNR00000000.1,GBNR,PRJNA252290,SAMN02870305,female,None,None
GBNR00000000.1,GBNR,PRJNA252290,SAMN02870305,None,None,whole organism
GBNR00000000.1,GBNR,PRJNA252290,SAMN02870305,None,adult,None
GBNH00000000.1,GBNH,PRJNA252256,SAMN02870386,missing,None,None
GBNH00000000.1,GBNH,PRJNA252256,SAMN02870386,None,None,whole organism
GBNH00000000.1,GBNH,PRJNA252256,SAMN02870386,None,adult,None
GBNS00000000.1,GBNS,PRJNA252291,SAMN02870235,missing,None,None
GBNS00000000.1,GBNS,PRJNA252291,SAMN02870235,None,None,whole organism
GBNS00000000.1,GBNS,PRJNA252291,SAMN02870235,None,adult,None
GBOM00000000.1,GBOM,PRJNA252298,SAMN02870236,male,None,None
GBOM00000000.1,GBOM,PRJNA252298,SAMN02870236,None,None,whole organism
GBOM00000000.1,GBOM,PRJNA252298,SAMN02870236,None,adult,None
GBQR00000000.1,GBQR,PRJNA252270,SAMN02870220,missing,None,None
GBQR00000000.1,GBQR,PRJNA252270,SAMN02870220,None,None,whole organism
GBQR00000000.1,GBQR,PRJNA252270,SAMN02870220,None,adult,None
GBUA00000000.1,GBUA,PRJNA252289,SAMN02870203,missing,None,None
GBUA00000000.1,GBUA,PRJNA252289,SAMN02870203,None,None,whole organism
GBUA00000000.1,GBUA,PRJNA252289,SAMN02870203,None,adult,None
GFDL00000000.1,GFDL,PRJNA360148,SAMN06204222,None,None,salivary glands
GFDL00000000.1,GFDL,PRJNA360148,SAMN06204222,None,adult,None
GEZZ00000000.1,GEZZ,PRJNA225661,SAMN02388840,female,None,None
GEZZ00000000.1,GEZZ,PRJNA225661,SAMN05824024,None,None,body without venom gland
GEZZ00000000.1,GEZZ,PRJNA225661,SAMN05824024,None,adult,None
GEZZ00000000.1,GEZZ,PRJNA225661,SAMN05824024,female,None,None
GEEM00000000.1,GEEM,PRJNA308418,SAMN04395210,None,None,ovary
GFDG00000000.1,GFDG,PRJNA359481,SAMN06192181,None,None,salivary glands
GFDG00000000.1,GFDG,PRJNA359481,SAMN06192181,None,adult,None
GFDG00000000.1,GFDG,PRJNA359481,SAMN06192182,None,None,midgut
GFDG00000000.1,GFDG,PRJNA359481,SAMN06192182,None,adult,None
GFDF00000000.1,GFDF,PRJNA359206,SAMN06189232,None,None,salivary glands
GFDF00000000.1,GFDF,PRJNA359206,SAMN06189233,None,None,midgut unfed
GFDF00000000.1,GFDF,PRJNA359206,SAMN06189234,None,None,blood fed midgut
GFCY00000000.1,GFCY,PRJNA357975,SAMN06163073,None,None,prothoracic gland
GFCY00000000.1,GFCY,PRJNA357975,SAMN06163073,pooled male and female,None,None
GFCX00000000.1,GFCX,PRJNA357974,SAMN06163070,None,None,prothoracic gland
GFCX00000000.1,GFCX,PRJNA357974,SAMN06163070,pooled male and female,None,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496284,None,None,antennae
GECK00000000.1,GECK,PRJNA281760,SAMN03496284,None,nymph,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496284,pooled male and female,None,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496285,None,None,antennae
GECK00000000.1,GECK,PRJNA281760,SAMN03496285,None,adult,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496285,male,None,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496286,None,None,antennae
GECK00000000.1,GECK,PRJNA281760,SAMN03496286,None,adult,None
GECK00000000.1,GECK,PRJNA281760,SAMN03496286,female,None,None
GFAF00000000.1,GFAF,PRJNA227317,SAMN02401328,None,adult,None
GFAF00000000.1,GFAF,PRJNA227317,SAMN05437583,None,None,body without venom gland
GFAF00000000.1,GFAF,PRJNA227317,SAMN05437583,None,adult,None
GFAF00000000.1,GFAF,PRJNA227317,SAMN05437583,female,None,None
GEMJ00000000.1,GEMJ,PRJNA319613,SAMN04901563,None,None,whole organism
GEMI00000000.1,GEMI,PRJNA319613,SAMN04901562,None,None,whole organism
GEMK00000000.1,GEMK,PRJNA319613,SAMN04901564,None,None,whole organism
GEYN00000000.1,GEYN,PRJNA335320,SAMN05440352,None,None,multi
GEYN00000000.1,GEYN,PRJNA335320,SAMN05440352,None,adult,None
GFBA00000000.1,GFBA,PRJNA343704,SAMN05792422,None,None,whole body
GFBA00000000.1,GFBA,PRJNA343704,SAMN05792423,None,None,whole body
GFBA00000000.1,GFBA,PRJNA343704,SAMN05792425,None,None,whole body
GFBA00000000.1,GFBA,PRJNA343704,SAMN05792426,None,None,whole body
GFBH00000000.1,GFBH,PRJNA328551,SAMN05375057,None,None,whole larvae body
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578870,None,None,whole body
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578870,None,adult,None
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578870,female,None,None
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578871,None,None,whole body
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578871,None,adult,None
GFBD00000000.1,GFBD,PRJNA339034,SAMN05578871,female,None,None
GEZK00000000.1,GEZK,PRJNA338731,SAMN05567564,None,None,whole insect
GEZK00000000.1,GEZK,PRJNA338731,SAMN05567564,None,adult,None
GEZK00000000.1,GEZK,PRJNA338731,SAMN05567565,None,None,whole insect
GEZK00000000.1,GEZK,PRJNA338731,SAMN05567565,None,adult,None
GDIM00000000.1,GDIM,PRJNA188117,SAMN03840662,None,all,None
GDIM00000000.1,GDIM,PRJNA188117,SAMN03840662,pooled male and female,None,None
GDIM00000000.1,GDIM,PRJNA188117,SAMN03840662,None,None,whole fly
GARP00000000.1,GARP,PRJNA230546,SAMN02580706,None,None,None
GBDZ00000000.1,GBDZ,PRJNA241358,SAMN02689438,hermaphrodite,None,None
GBDZ00000000.1,GBDZ,PRJNA241358,SAMN02689438,None,None,wing of the nymph
GBGB00000000.1,GBGB,PRJNA191591,SAMN02767604,not determined,None,None
GBGB00000000.1,GBGB,PRJNA191591,SAMN02767604,None,None,salivary gland
GBBY00000000.1,GBBY,PRJNA232395,SAMN02442363,None,egg,None
GBBY00000000.1,GBBY,PRJNA232395,SAMN02442364,None,larva,None
GBBY00000000.1,GBBY,PRJNA232395,SAMN02442365,None,pupa,None
GBBY00000000.1,GBBY,PRJNA232395,SAMN02442366,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058407,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058407,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058407,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058408,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058408,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058408,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058409,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058409,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058409,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058410,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058410,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058410,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058411,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058411,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058411,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058412,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058412,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058412,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058413,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058413,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058413,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058414,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058414,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058414,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058415,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058415,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058415,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058416,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058416,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058416,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058417,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058417,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058417,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058418,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058418,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058418,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058419,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058419,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058419,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058420,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058420,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058420,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058421,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058421,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058421,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058422,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058422,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058422,None,None,fat body
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058423,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058423,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058423,None,None,flight muscle
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058424,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058424,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058424,None,None,flight muscle
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058425,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058425,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058425,None,None,flight muscle
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058426,female,None,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058426,None,adult,None
GAIZ00000000.1,GAIZ,PRJNA198853,SAMN02058426,None,None,flight muscle
